Preparando os motores e o radar...

Podemos medir a distancia ate a mesa?
Distancia ate a mesa: 
42
Forca do sinal: 
293

Podemos iniciar a varredura?
Iniciando varredura de radar
x,y,z,str
156.0,66.0,4.0,298.0
159.0,66.0,4.0,298.0
162.0,66.0,4.0,302.0
165.0,66.0,4.0,302.0
168.0,66.0,3.0,302.0
18.0,68.0,4.0,342.0
21.0,68.0,2.0,307.0
27.0,68.0,4.0,357.0
30.0,68.0,2.0,326.0
33.0,68.0,3.0,309.0
36.0,68.0,3.0,310.0
39.0,68.0,4.0,340.0
42.0,68.0,3.0,302.0
45.0,68.0,4.0,315.0
48.0,68.0,4.0,304.0
51.0,68.0,4.0,324.0
54.0,68.0,5.0,368.0
57.0,68.0,4.0,317.0
60.0,68.0,5.0,331.0
63.0,68.0,5.0,330.0
66.0,68.0,5.0,331.0
69.0,68.0,4.0,340.0
72.0,68.0,5.0,421.0
75.0,68.0,5.0,421.0
78.0,68.0,5.0,393.0
81.0,68.0,5.0,393.0
84.0,68.0,5.0,426.0
87.0,68.0,5.0,419.0
90.0,68.0,5.0,388.0
93.0,68.0,5.0,386.0
96.0,68.0,5.0,398.0
99.0,68.0,5.0,378.0
102.0,68.0,5.0,380.0
105.0,68.0,5.0,362.0
108.0,68.0,5.0,363.0
111.0,68.0,5.0,363.0
114.0,68.0,5.0,378.0
117.0,68.0,5.0,378.0
120.0,68.0,5.0,380.0
123.0,68.0,5.0,380.0
126.0,68.0,5.0,378.0
129.0,68.0,4.0,283.0
132.0,68.0,5.0,270.0
135.0,68.0,5.0,300.0
138.0,68.0,5.0,282.0
141.0,68.0,5.0,241.0
144.0,68.0,5.0,240.0
147.0,68.0,5.0,222.0
150.0,68.0,5.0,223.0
153.0,68.0,5.0,222.0
156.0,68.0,5.0,222.0
159.0,68.0,5.0,264.0
162.0,68.0,4.0,284.0
165.0,68.0,4.0,283.0
168.0,68.0,3.0,269.0
171.0,68.0,2.0,251.0
15.0,70.0,2.0,259.0
18.0,70.0,2.0,259.0
21.0,70.0,2.0,262.0
24.0,70.0,4.0,342.0
27.0,70.0,5.0,398.0
30.0,70.0,4.0,367.0
33.0,70.0,5.0,371.0
36.0,70.0,5.0,372.0
39.0,70.0,4.0,328.0
42.0,70.0,5.0,404.0
45.0,70.0,5.0,404.0
48.0,70.0,5.0,405.0
51.0,70.0,5.0,422.0
54.0,70.0,5.0,421.0
57.0,70.0,5.0,422.0
60.0,70.0,5.0,392.0
63.0,70.0,5.0,394.0
66.0,70.0,5.0,393.0
69.0,70.0,5.0,393.0
72.0,70.0,5.0,448.0
75.0,70.0,5.0,447.0
78.0,70.0,5.0,447.0
81.0,70.0,5.0,457.0
84.0,70.0,5.0,489.0
87.0,70.0,5.0,489.0
90.0,70.0,5.0,416.0
93.0,70.0,5.0,415.0
96.0,70.0,5.0,411.0
99.0,70.0,5.0,420.0
102.0,70.0,5.0,398.0
105.0,70.0,5.0,374.0
108.0,70.0,5.0,355.0
111.0,70.0,5.0,379.0
114.0,70.0,5.0,379.0
117.0,70.0,5.0,361.0
120.0,70.0,5.0,346.0
123.0,70.0,5.0,352.0
126.0,70.0,4.0,296.0
129.0,70.0,5.0,244.0
132.0,70.0,4.0,244.0
135.0,70.0,4.0,243.0
138.0,70.0,5.0,260.0
141.0,70.0,5.0,256.0
144.0,70.0,4.0,245.0
147.0,70.0,4.0,224.0
150.0,70.0,4.0,227.0
153.0,70.0,4.0,283.0
156.0,70.0,4.0,282.0
159.0,70.0,4.0,282.0
162.0,70.0,3.0,278.0
165.0,70.0,3.0,278.0
168.0,70.0,2.0,264.0
12.0,72.0,2.0,262.0
15.0,72.0,2.0,262.0
18.0,72.0,5.0,387.0
21.0,72.0,5.0,387.0
24.0,72.0,5.0,387.0
27.0,72.0,5.0,450.0
30.0,72.0,4.0,416.0
33.0,72.0,5.0,459.0
36.0,72.0,4.0,375.0
39.0,72.0,5.0,407.0
42.0,72.0,5.0,407.0
45.0,72.0,5.0,488.0
48.0,72.0,24096.0,1.0
51.0,72.0,5.0,476.0
54.0,72.0,5.0,516.0
57.0,72.0,5.0,515.0
60.0,72.0,5.0,490.0
63.0,72.0,5.0,495.0
66.0,72.0,5.0,440.0
69.0,72.0,5.0,476.0
72.0,72.0,5.0,477.0
75.0,72.0,5.0,508.0
78.0,72.0,5.0,508.0
81.0,72.0,5.0,450.0
84.0,72.0,5.0,450.0
87.0,72.0,5.0,451.0
90.0,72.0,5.0,502.0
93.0,72.0,5.0,474.0
96.0,72.0,5.0,443.0
99.0,72.0,5.0,472.0
102.0,72.0,5.0,471.0
105.0,72.0,5.0,413.0
108.0,72.0,5.0,386.0
111.0,72.0,5.0,377.0
114.0,72.0,5.0,377.0
117.0,72.0,5.0,352.0
120.0,72.0,5.0,356.0
123.0,72.0,5.0,338.0
126.0,72.0,4.0,302.0
129.0,72.0,4.0,269.0
132.0,72.0,4.0,241.0
135.0,72.0,5.0,238.0
138.0,72.0,5.0,238.0
141.0,72.0,4.0,245.0
144.0,72.0,4.0,245.0
147.0,72.0,4.0,229.0
150.0,72.0,4.0,228.0
153.0,72.0,4.0,238.0
156.0,72.0,4.0,264.0
159.0,72.0,2.0,274.0
162.0,72.0,2.0,260.0
9.0,74.0,2.0,252.0
12.0,74.0,3.0,252.0
15.0,74.0,3.0,251.0
18.0,74.0,4.0,252.0
21.0,74.0,3.0,284.0
24.0,74.0,3.0,326.0
27.0,74.0,5.0,442.0
30.0,74.0,3.0,335.0
33.0,74.0,5.0,409.0
36.0,74.0,5.0,410.0
39.0,74.0,5.0,420.0
42.0,74.0,5.0,395.0
45.0,74.0,5.0,446.0
48.0,74.0,5.0,491.0
51.0,74.0,5.0,492.0
54.0,74.0,6.0,491.0
57.0,74.0,5.0,494.0
60.0,74.0,5.0,461.0
63.0,74.0,5.0,462.0
66.0,74.0,5.0,461.0
69.0,74.0,5.0,495.0
72.0,74.0,5.0,494.0
75.0,74.0,6.0,469.0
78.0,74.0,5.0,505.0
81.0,74.0,5.0,504.0
84.0,74.0,5.0,463.0
87.0,74.0,5.0,506.0
90.0,74.0,5.0,512.0
93.0,74.0,5.0,487.0
96.0,74.0,5.0,502.0
99.0,74.0,5.0,476.0
102.0,74.0,5.0,478.0
105.0,74.0,5.0,420.0
108.0,74.0,5.0,421.0
111.0,74.0,5.0,364.0
114.0,74.0,5.0,364.0
117.0,74.0,5.0,371.0
120.0,74.0,5.0,360.0
123.0,74.0,5.0,341.0
126.0,74.0,5.0,340.0
129.0,74.0,5.0,350.0
132.0,74.0,5.0,223.0
135.0,74.0,5.0,223.0
138.0,74.0,5.0,223.0
141.0,74.0,3.0,236.0
144.0,74.0,3.0,236.0
147.0,74.0,3.0,235.0
150.0,74.0,2.0,233.0
153.0,74.0,3.0,241.0
156.0,74.0,3.0,252.0
159.0,74.0,3.0,252.0
3.0,76.0,3.0,299.0
6.0,76.0,2.0,285.0
9.0,76.0,2.0,285.0
12.0,76.0,4.0,230.0
15.0,76.0,4.0,222.0
18.0,76.0,4.0,221.0
21.0,76.0,5.0,296.0
24.0,76.0,5.0,362.0
27.0,76.0,5.0,362.0
30.0,76.0,4.0,274.0
33.0,76.0,3.0,297.0
36.0,76.0,4.0,342.0
39.0,76.0,3.0,278.0
42.0,76.0,3.0,278.0
45.0,76.0,5.0,381.0
48.0,76.0,5.0,381.0
51.0,76.0,5.0,381.0
54.0,76.0,5.0,424.0
57.0,76.0,5.0,424.0
60.0,76.0,5.0,466.0
63.0,76.0,5.0,439.0
66.0,76.0,5.0,439.0
69.0,76.0,5.0,451.0
72.0,76.0,5.0,435.0
75.0,76.0,5.0,435.0
78.0,76.0,5.0,473.0
81.0,76.0,6.0,490.0
84.0,76.0,5.0,469.0
87.0,76.0,5.0,470.0
90.0,76.0,6.0,504.0
93.0,76.0,6.0,504.0
96.0,76.0,5.0,504.0
99.0,76.0,5.0,481.0
102.0,76.0,5.0,492.0
105.0,76.0,5.0,492.0
108.0,76.0,5.0,439.0
111.0,76.0,5.0,414.0
114.0,76.0,5.0,390.0
117.0,76.0,5.0,389.0
120.0,76.0,5.0,389.0
123.0,76.0,5.0,366.0
126.0,76.0,3.0,276.0
129.0,76.0,3.0,276.0
132.0,76.0,3.0,219.0
135.0,76.0,3.0,219.0
138.0,76.0,4.0,221.0
141.0,76.0,4.0,233.0
144.0,76.0,2.0,236.0
147.0,76.0,2.0,240.0
150.0,76.0,2.0,240.0
153.0,76.0,2.0,240.0
6.0,78.0,2.0,296.0
9.0,78.0,2.0,295.0
12.0,78.0,2.0,276.0
15.0,78.0,3.0,214.0
18.0,78.0,5.0,195.0
21.0,78.0,5.0,251.0
24.0,78.0,5.0,225.0
27.0,78.0,5.0,225.0
30.0,78.0,4.0,262.0
33.0,78.0,4.0,262.0
36.0,78.0,4.0,263.0
39.0,78.0,3.0,262.0
42.0,78.0,3.0,369.0
45.0,78.0,3.0,369.0
48.0,78.0,3.0,369.0
51.0,78.0,5.0,397.0
54.0,78.0,5.0,397.0
57.0,78.0,5.0,398.0
60.0,78.0,4.0,388.0
63.0,78.0,5.0,397.0
66.0,78.0,5.0,396.0
69.0,78.0,5.0,416.0
72.0,78.0,5.0,416.0
75.0,78.0,5.0,445.0
78.0,78.0,5.0,451.0
81.0,78.0,5.0,475.0
84.0,78.0,5.0,471.0
87.0,78.0,5.0,489.0
90.0,78.0,6.0,513.0
93.0,78.0,6.0,489.0
96.0,78.0,6.0,498.0
99.0,78.0,5.0,449.0
102.0,78.0,5.0,450.0
105.0,78.0,5.0,450.0
108.0,78.0,5.0,450.0
111.0,78.0,5.0,392.0
114.0,78.0,4.0,342.0
117.0,78.0,4.0,354.0
120.0,78.0,4.0,322.0
123.0,78.0,5.0,348.0
126.0,78.0,5.0,349.0
129.0,78.0,5.0,348.0
132.0,78.0,2.0,209.0
135.0,78.0,2.0,208.0
138.0,78.0,3.0,222.0
3.0,80.0,2.0,291.0
6.0,80.0,2.0,291.0
9.0,80.0,2.0,264.0
12.0,80.0,5.0,179.0
15.0,80.0,5.0,179.0
18.0,80.0,5.0,179.0
21.0,80.0,6.0,188.0
24.0,80.0,6.0,184.0
27.0,80.0,5.0,231.0
30.0,80.0,5.0,235.0
33.0,80.0,5.0,235.0
36.0,80.0,4.0,253.0
39.0,80.0,4.0,254.0
42.0,80.0,4.0,253.0
45.0,80.0,3.0,292.0
48.0,80.0,3.0,340.0
51.0,80.0,4.0,393.0
54.0,80.0,4.0,368.0
57.0,80.0,4.0,358.0
60.0,80.0,4.0,388.0
63.0,80.0,5.0,380.0
66.0,80.0,5.0,384.0
69.0,80.0,4.0,370.0
72.0,80.0,4.0,370.0
75.0,80.0,4.0,370.0
78.0,80.0,4.0,369.0
81.0,80.0,5.0,442.0
84.0,80.0,5.0,439.0
87.0,80.0,5.0,439.0
90.0,80.0,5.0,458.0
93.0,80.0,5.0,448.0
96.0,80.0,5.0,474.0
99.0,80.0,5.0,475.0
102.0,80.0,5.0,482.0
105.0,80.0,5.0,428.0
108.0,80.0,5.0,396.0
111.0,80.0,4.0,374.0
114.0,80.0,4.0,374.0
117.0,80.0,4.0,374.0
120.0,80.0,5.0,362.0
123.0,80.0,2.0,319.0
126.0,80.0,3.0,303.0
129.0,80.0,2.0,318.0
132.0,80.0,3.0,298.0
3.0,82.0,2.0,286.0
6.0,82.0,2.0,277.0
9.0,82.0,2.0,277.0
12.0,82.0,5.0,182.0
15.0,82.0,6.0,183.0
18.0,82.0,6.0,179.0
21.0,82.0,6.0,171.0
24.0,82.0,6.0,168.0
27.0,82.0,5.0,189.0
30.0,82.0,6.0,168.0
33.0,82.0,5.0,202.0
36.0,82.0,6.0,276.0
39.0,82.0,6.0,276.0
42.0,82.0,2.0,328.0
45.0,82.0,2.0,328.0
48.0,82.0,2.0,323.0
51.0,82.0,4.0,371.0
54.0,82.0,4.0,371.0
57.0,82.0,5.0,371.0
60.0,82.0,5.0,371.0
63.0,82.0,5.0,371.0
66.0,82.0,4.0,365.0
69.0,82.0,4.0,356.0
72.0,82.0,5.0,379.0
75.0,82.0,5.0,379.0
78.0,82.0,5.0,379.0
81.0,82.0,5.0,402.0
84.0,82.0,6.0,417.0
87.0,82.0,6.0,431.0
90.0,82.0,5.0,432.0
93.0,82.0,4.0,421.0
96.0,82.0,5.0,420.0
99.0,82.0,4.0,411.0
102.0,82.0,5.0,412.0
105.0,82.0,5.0,387.0
108.0,82.0,5.0,387.0
111.0,82.0,4.0,313.0
114.0,82.0,4.0,314.0
117.0,82.0,2.0,287.0
120.0,82.0,2.0,287.0
123.0,82.0,2.0,288.0
126.0,82.0,2.0,294.0
129.0,82.0,2.0,269.0
132.0,82.0,2.0,269.0
9.0,84.0,4.0,263.0
12.0,84.0,6.0,199.0
15.0,84.0,6.0,191.0
18.0,84.0,6.0,157.0
21.0,84.0,6.0,157.0
24.0,84.0,6.0,130.0
27.0,84.0,6.0,152.0
30.0,84.0,6.0,153.0
33.0,84.0,6.0,153.0
36.0,84.0,6.0,161.0
39.0,84.0,6.0,197.0
42.0,84.0,6.0,315.0
45.0,84.0,2.0,318.0
48.0,84.0,2.0,318.0
51.0,84.0,2.0,318.0
54.0,84.0,2.0,318.0
57.0,84.0,3.0,344.0
60.0,84.0,4.0,343.0
63.0,84.0,4.0,356.0
66.0,84.0,4.0,355.0
69.0,84.0,4.0,355.0
72.0,84.0,4.0,344.0
75.0,84.0,4.0,349.0
78.0,84.0,4.0,365.0
81.0,84.0,5.0,386.0
84.0,84.0,5.0,386.0
87.0,84.0,5.0,425.0
90.0,84.0,5.0,2070.0
93.0,84.0,4.0,380.0
96.0,84.0,5.0,399.0
99.0,84.0,5.0,398.0
102.0,84.0,5.0,399.0
105.0,84.0,2.0,322.0
108.0,84.0,2.0,303.0
111.0,84.0,2.0,303.0
114.0,84.0,2.0,283.0
117.0,84.0,2.0,283.0
120.0,84.0,2.0,283.0
123.0,84.0,2.0,284.0
126.0,84.0,2.0,284.0
3.0,86.0,2.0,292.0
6.0,86.0,2.0,292.0
9.0,86.0,4.0,269.0
12.0,86.0,4.0,270.0
15.0,86.0,6.0,217.0
18.0,86.0,6.0,174.0
21.0,86.0,6.0,174.0
24.0,86.0,6.0,139.0
27.0,86.0,6.0,169.0
30.0,86.0,6.0,169.0
33.0,86.0,6.0,169.0
36.0,86.0,6.0,352.0
39.0,86.0,5.0,351.0
42.0,86.0,4.0,317.0
45.0,86.0,2.0,319.0
48.0,86.0,2.0,319.0
51.0,86.0,2.0,320.0
54.0,86.0,2.0,327.0
57.0,86.0,4.0,351.0
60.0,86.0,3.0,352.0
63.0,86.0,3.0,349.0
66.0,86.0,3.0,333.0
69.0,86.0,3.0,334.0
72.0,86.0,3.0,326.0
75.0,86.0,3.0,326.0
78.0,86.0,4.0,343.0
81.0,86.0,5.0,372.0
84.0,86.0,4.0,395.0
87.0,86.0,4.0,396.0
90.0,86.0,4.0,394.0
93.0,86.0,2.0,343.0
96.0,86.0,2.0,343.0
99.0,86.0,2.0,323.0
102.0,86.0,2.0,323.0
111.0,86.0,2.0,262.0
114.0,86.0,2.0,261.0
3.0,88.0,2.0,304.0
6.0,88.0,2.0,303.0
9.0,88.0,4.0,275.0
12.0,88.0,6.0,248.0
15.0,88.0,6.0,248.0
18.0,88.0,6.0,248.0
21.0,88.0,6.0,203.0
24.0,88.0,6.0,160.0
27.0,88.0,6.0,161.0
30.0,88.0,4.0,204.0
33.0,88.0,6.0,233.0
36.0,88.0,6.0,351.0
39.0,88.0,2.0,335.0
42.0,88.0,2.0,335.0
54.0,88.0,2.0,309.0
57.0,88.0,4.0,344.0
60.0,88.0,4.0,344.0
63.0,88.0,4.0,356.0
66.0,88.0,2.0,323.0
69.0,88.0,2.0,323.0
72.0,88.0,4.0,330.0
75.0,88.0,5.0,351.0
78.0,88.0,4.0,356.0
81.0,88.0,4.0,372.0
84.0,88.0,4.0,373.0
87.0,88.0,2.0,328.0
90.0,88.0,2.0,328.0
99.0,88.0,2.0,305.0
6.0,90.0,2.0,308.0
9.0,90.0,4.0,286.0
12.0,90.0,6.0,255.0
15.0,90.0,6.0,208.0
18.0,90.0,6.0,208.0
21.0,90.0,6.0,208.0
24.0,90.0,6.0,208.0
27.0,90.0,4.0,186.0
30.0,90.0,4.0,185.0
33.0,90.0,6.0,383.0
36.0,90.0,5.0,384.0
39.0,90.0,5.0,414.0
42.0,90.0,2.0,357.0
54.0,90.0,2.0,299.0
57.0,90.0,3.0,336.0
60.0,90.0,3.0,337.0
63.0,90.0,2.0,333.0
66.0,90.0,2.0,333.0
69.0,90.0,2.0,320.0
72.0,90.0,2.0,318.0
75.0,90.0,4.0,329.0
78.0,90.0,4.0,328.0
81.0,90.0,4.0,348.0
84.0,90.0,5.0,348.0
87.0,90.0,5.0,364.0
3.0,92.0,3.0,321.0
6.0,92.0,3.0,322.0
9.0,92.0,3.0,322.0
12.0,92.0,4.0,297.0
15.0,92.0,4.0,226.0
18.0,92.0,4.0,226.0
21.0,92.0,4.0,225.0
24.0,92.0,2.0,207.0
27.0,92.0,2.0,208.0
30.0,92.0,2.0,208.0
33.0,92.0,4.0,395.0
36.0,92.0,4.0,396.0
39.0,92.0,4.0,395.0
42.0,92.0,2.0,369.0
48.0,92.0,2.0,302.0
51.0,92.0,2.0,301.0
54.0,92.0,2.0,301.0
57.0,92.0,2.0,317.0
60.0,92.0,3.0,357.0
63.0,92.0,3.0,356.0
66.0,92.0,2.0,322.0
69.0,92.0,2.0,322.0
72.0,92.0,2.0,322.0
75.0,92.0,4.0,365.0
78.0,92.0,4.0,365.0
81.0,92.0,4.0,365.0
87.0,92.0,2.0,339.0
9.0,94.0,2.0,335.0
12.0,94.0,4.0,328.0
15.0,94.0,2.0,288.0
18.0,94.0,2.0,279.0
21.0,94.0,2.0,278.0
33.0,94.0,2.0,300.0
36.0,94.0,5.0,411.0
39.0,94.0,2.0,363.0
42.0,94.0,2.0,364.0
45.0,94.0,2.0,338.0
48.0,94.0,2.0,338.0
51.0,94.0,2.0,340.0
54.0,94.0,2.0,305.0
57.0,94.0,2.0,305.0
60.0,94.0,2.0,315.0
63.0,94.0,2.0,329.0
66.0,94.0,2.0,329.0
69.0,94.0,2.0,330.0
72.0,94.0,4.0,330.0
75.0,94.0,4.0,330.0
78.0,94.0,5.0,381.0
81.0,94.0,4.0,373.0
6.0,96.0,2.0,337.0
9.0,96.0,2.0,330.0
12.0,96.0,2.0,292.0
33.0,96.0,4.0,396.0
36.0,96.0,4.0,396.0
39.0,96.0,3.0,405.0
42.0,96.0,3.0,361.0
51.0,96.0,2.0,314.0
54.0,96.0,2.0,313.0
57.0,96.0,3.0,330.0
60.0,96.0,3.0,330.0
63.0,96.0,2.0,330.0
66.0,96.0,3.0,328.0
69.0,96.0,3.0,328.0
72.0,96.0,3.0,328.0
75.0,96.0,4.0,359.0
78.0,96.0,3.0,356.0
6.0,98.0,2.0,318.0
9.0,98.0,2.0,318.0
12.0,98.0,2.0,318.0
39.0,98.0,3.0,367.0
42.0,98.0,3.0,367.0
45.0,98.0,2.0,354.0
48.0,98.0,2.0,352.0
51.0,98.0,2.0,306.0
54.0,98.0,2.0,306.0
57.0,98.0,2.0,296.0
60.0,98.0,2.0,306.0
63.0,98.0,2.0,306.0
66.0,98.0,2.0,313.0
69.0,98.0,3.0,306.0
72.0,98.0,4.0,331.0
75.0,98.0,4.0,320.0
78.0,98.0,2.0,311.0
39.0,100.0,4.0,380.0
42.0,100.0,4.0,380.0
45.0,100.0,2.0,353.0
48.0,100.0,2.0,352.0
51.0,100.0,2.0,312.0
54.0,100.0,2.0,311.0
57.0,100.0,2.0,300.0
60.0,100.0,2.0,301.0
63.0,100.0,2.0,310.0
66.0,100.0,2.0,309.0
69.0,100.0,4.0,327.0
72.0,100.0,3.0,332.0
75.0,100.0,4.0,325.0
39.0,102.0,4.0,396.0
42.0,102.0,4.0,397.0
45.0,102.0,4.0,397.0
48.0,102.0,4.0,397.0
51.0,102.0,2.0,326.0
57.0,102.0,2.0,307.0
60.0,102.0,2.0,306.0
63.0,102.0,2.0,320.0
66.0,102.0,4.0,328.0
69.0,102.0,3.0,328.0
72.0,102.0,3.0,327.0
75.0,102.0,3.0,334.0
78.0,102.0,3.0,323.0
36.0,104.0,5.0,412.0
39.0,104.0,5.0,418.0
42.0,104.0,5.0,418.0
45.0,104.0,5.0,414.0
48.0,104.0,2.0,363.0
60.0,104.0,3.0,325.0
63.0,104.0,4.0,316.0
66.0,104.0,4.0,316.0
69.0,104.0,3.0,337.0
72.0,104.0,3.0,328.0
75.0,104.0,3.0,327.0
36.0,106.0,5.0,400.0
39.0,106.0,5.0,401.0
42.0,106.0,5.0,411.0
45.0,106.0,2.0,373.0
48.0,106.0,2.0,334.0
51.0,106.0,2.0,333.0
54.0,106.0,2.0,330.0
57.0,106.0,2.0,319.0
60.0,106.0,2.0,320.0
63.0,106.0,2.0,320.0
66.0,106.0,2.0,316.0
69.0,106.0,3.0,328.0
72.0,106.0,4.0,343.0
75.0,106.0,2.0,306.0
36.0,108.0,3.0,338.0
39.0,108.0,4.0,401.0
42.0,108.0,4.0,403.0
45.0,108.0,3.0,377.0
48.0,108.0,3.0,377.0
51.0,108.0,2.0,331.0
54.0,108.0,2.0,326.0
57.0,108.0,2.0,321.0
60.0,108.0,2.0,314.0
63.0,108.0,2.0,313.0
66.0,108.0,4.0,349.0
69.0,108.0,4.0,349.0
72.0,108.0,2.0,291.0
36.0,110.0,3.0,336.0
39.0,110.0,5.0,403.0
42.0,110.0,5.0,404.0
45.0,110.0,2.0,368.0
48.0,110.0,2.0,369.0
51.0,110.0,2.0,327.0
54.0,110.0,2.0,325.0
57.0,110.0,2.0,321.0
60.0,110.0,2.0,313.0
63.0,110.0,2.0,312.0
66.0,110.0,4.0,347.0
69.0,110.0,4.0,348.0
72.0,110.0,4.0,348.0
36.0,112.0,4.0,369.0
39.0,112.0,4.0,369.0
42.0,112.0,4.0,369.0
45.0,112.0,4.0,369.0
48.0,112.0,5.0,404.0
51.0,112.0,3.0,377.0
54.0,112.0,2.0,326.0
57.0,112.0,3.0,315.0
60.0,112.0,3.0,315.0
63.0,112.0,3.0,330.0
66.0,112.0,4.0,332.0
69.0,112.0,4.0,332.0
45.0,114.0,5.0,393.0
48.0,114.0,4.0,386.0
51.0,114.0,2.0,320.0
54.0,114.0,2.0,320.0
57.0,114.0,2.0,318.0
60.0,114.0,4.0,346.0
63.0,114.0,4.0,345.0
66.0,114.0,4.0,345.0
69.0,114.0,4.0,335.0
36.0,116.0,2.0,293.0
39.0,116.0,6.0,377.0
42.0,116.0,5.0,376.0
45.0,116.0,5.0,377.0
48.0,116.0,2.0,312.0
51.0,116.0,2.0,313.0
54.0,116.0,2.0,298.0
57.0,116.0,3.0,298.0
60.0,116.0,3.0,298.0
63.0,116.0,2.0,297.0
66.0,116.0,2.0,302.0
69.0,116.0,2.0,302.0
36.0,118.0,2.0,283.0
42.0,118.0,5.0,358.0
45.0,118.0,3.0,362.0
48.0,118.0,3.0,356.0
51.0,118.0,2.0,331.0
54.0,118.0,2.0,322.0
57.0,118.0,3.0,307.0
60.0,118.0,3.0,325.0
63.0,118.0,3.0,325.0
66.0,118.0,3.0,325.0
42.0,120.0,3.0,327.0
45.0,120.0,2.0,347.0
48.0,120.0,2.0,341.0
51.0,120.0,2.0,328.0
54.0,120.0,2.0,328.0
57.0,120.0,2.0,329.0
60.0,120.0,2.0,309.0
63.0,120.0,2.0,310.0
